Date,Operating_Income,Expenses,Assets,Liabilities,Equity,Revenue,Cash_Flow,Net_Income,Debt_to_Equity,ROA,Profit_Margin,Interest_Expense,Tax_Expense,Dividend_Payout
2021-02-28,2008350.12,4135306.74,384617262.3,379758817.0,25138329.02,2613557.12,2970344.52,-2126956.62,15.11,-0.01,-0.81,585765.82,882264.0,1995955.98
2021-03-01,2304053.85,1289170.75,55454348.59,327129379.8,91705466.25,11257781.6,3514072.03,1014883.1,3.57,0.02,0.09,303355.36,899198.79,1539255.86
2021-03-02,1209447.42,981412.87,243345565.7,82984916.33,54045328.37,12908905.9,1150299.26,228034.55,1.54,0.0,0.02,384827.58,707453.53,2171723.93
2021-03-03,2159917.5,1088931.47,394729149.4,211822327.4,51758352.84,3699325.21,7752263.86,1070986.02,4.09,0.0,0.29,664706.82,732523.62,2780233.46
2021-03-04,2730601.17,3277152.44,295991699.1,130217302.2,25527148.93,7269229.69,3458595.43,-546551.27,5.1,0.0,-0.08,497681.54,551149.24,777383.26
2021-03-05,1330148.83,3376039.72,183757013.5,275162076.5,85681783.94,10394425.56,5609615.83,-2045890.89,3.21,-0.01,-0.2,1583295.94,606047.63,1726014.0
2021-03-06,5261245.94,2065141.44,200407243.4,105644881.8,82812127.63,2628715.24,1445864.92,3196104.5,1.28,0.02,1.22,545217.62,214203.0,277528.31
2021-03-07,2797064.04,2058556.97,140420159.9,64132804.88,31738315.75,7160898.11,5684349.98,738507.06,2.02,0.01,0.1,932283.74,1423969.43,2592042.36
2021-03-08,5190382.16,3260351.25,54199228.92,67259991.62,41943219.48,13334869.8,6265603.49,1930030.91,1.6,0.04,0.14,1175118.4,590352.84,1320599.93
2021-03-09,9014745.53,1297174.05,284650560.1,287730682.7,69076864.32,11645710.48,1993200.65,7717571.47,4.17,0.03,0.66,1252760.78,605435.27,1882168.95
2021-03-10,2478392.18,1900884.65,165923249.2,325934321.0,94467680.51,3564726.49,4590709.63,577507.54,3.45,0.0,0.16,171375.84,459867.67,2483224.23
2021-03-11,2678666.59,1837047.72,264208158.2,126781709.6,34256067.61,3234548.58,5863437.65,841618.87,3.7,0.0,0.26,227840.76,862168.18,1779476.43
2021-03-12,7213553.46,4407220.76,459846572.7,39697603.67,14748873.21,6896793.73,4445705.1,2806332.7,2.69,0.01,0.41,197326.16,351936.12,160637.59
2021-03-13,7322356.76,997133.51,124166667.1,267623109.0,70098453.24,2798801.77,3022425.46,6325223.25,3.82,0.05,2.26,542736.03,1129441.14,1987286.13
2021-03-14,9158249.0,695356.4,317147356.0,319207070.2,24671720.24,7093541.63,2431094.12,8462892.6,12.94,0.03,1.19,1232891.29,692407.97,2802546.92
2021-03-15,2000777.34,3585043.79,432488917.2,58685399.52,12741731.77,13263501.39,6972197.17,-1584266.45,4.61,0.0,-0.12,1711585.94,78131.81,2281986.78
2021-03-16,9364383.9,1960636.23,113010843.9,286433045.9,89756359.49,12081568.86,5696901.72,7403747.67,3.19,0.07,0.61,494271.84,989748.08,403515.84
2021-03-17,1928114.82,3912184.38,167767557.7,321186144.2,22710118.9,3602689.13,2783678.18,-1984069.56,14.14,-0.01,-0.55,1331688.21,132793.66,2037256.41
2021-03-18,9936683.17,972185.8,441760291.3,201007578.7,35294477.52,8289433.02,2206112.03,8964497.36,5.7,0.02,1.08,166802.58,680283.32,1775843.54
2021-03-19,1466411.83,2656318.45,307421889.5,304386052.9,44113643.68,2953732.88,883741.3,-1189906.62,6.9,0.0,-0.4,941044.21,342028.7,741328.07
2021-03-20,5789021.37,3500889.16,433518743.5,58521701.07,44614996.84,13198434.6,980710.33,2288132.21,1.31,0.01,0.17,431547.12,900813.47,2642025.42
2021-03-21,1259044.09,2397744.17,206573635.2,347442543.4,40789685.88,10827865.86,7830924.22,-1138700.08,8.52,-0.01,-0.11,1474327.58,1032086.0,2656980.19
2021-03-22,9545685.61,4418374.56,426668506.4,29573497.3,93839942.29,6063774.32,6455108.38,5127311.06,0.32,0.01,0.85,1101314.49,682268.11,174652.99
2021-03-23,5596725.72,1660494.58,326848747.2,399171925.2,70404172.6,2014457.22,7394060.23,3936231.14,5.67,0.01,1.95,1855089.65,1270342.42,1763126.12
2021-03-24,5124276.01,2008034.84,427911028.5,259750280.3,15128085.43,11927999.5,2946276.91,3116241.17,17.17,0.01,0.26,872279.16,287892.2,428822.58
2021-03-25,1570374.73,2210880.28,469289173.7,118310424.0,85979109.28,7396893.5,2826764.63,-640505.55,1.38,0.0,-0.09,826490.33,429423.48,228022.13
2021-03-26,5568493.41,1522713.32,143146660.3,171633420.7,70969426.41,6473191.03,4762014.62,4045780.09,2.42,0.03,0.63,1908234.57,1049455.02,2424763.51
2021-03-27,1336133.7,3423409.92,230672442.1,246150036.5,64616226.0,3030643.7,895579.64,-2087276.22,3.81,-0.01,-0.69,1213847.45,365782.16,1252144.75
2021-03-28,1907002.01,3276171.13,60886293.75,48970902.83,38248794.71,4629821.34,3691292.44,-1369169.12,1.28,-0.02,-0.3,1603490.36,213618.79,1164791.91
2021-03-29,6503088.12,968493.42,114167364.8,144162166.0,14616446.41,5869453.61,7794261.77,5534594.7,9.86,0.05,0.94,1417461.62,305797.27,1013039.35
2021-03-30,6331731.12,3818755.62,93504402.34,139307352.6,19481093.6,11593362.32,2827313.62,2512975.5,7.15,0.03,0.22,1138305.09,439016.44,2847541.19
2021-03-31,1463308.76,4432505.35,392130420.4,174700465.9,38244412.74,11476209.6,6538229.84,-2969196.59,4.57,-0.01,-0.26,1972641.39,259432.9,2149263.31
2021-04-01,7480328.83,3231923.16,250888782.4,329367760.5,14551579.34,5135147.79,7338639.27,4248405.67,22.63,0.02,0.83,1938942.68,355266.31,2221945.29
2021-04-02,5700189.34,1294376.14,379882083.2,217232266.5,29010864.83,5852235.42,3784249.15,4405813.2,7.49,0.01,0.75,567055.32,1124280.65,327180.83
2021-04-03,1185260.45,4931785.4,446035589.4,281544209.6,24432886.55,2450745.15,1766075.04,-3746524.95,11.52,-0.01,-1.53,246241.45,119282.98,1423318.78
2021-04-04,4764187.33,4526674.95,140907050.8,20560052.39,74444497.59,8131443.38,5113023.16,237512.37,0.28,0.0,0.03,814892.73,1467887.86,1163581.02
2021-04-05,9841407.55,3504170.24,320292980.0,349116340.8,47726458.83,13522944.71,3568869.41,6337237.32,7.31,0.02,0.47,1340183.44,314806.44,1676427.17
2021-04-06,9367278.87,3308670.09,401342713.7,190361241.0,73788908.97,2902123.12,4509194.14,6058608.79,2.58,0.02,2.09,960478.38,1275990.68,979514.98
2021-04-07,8354999.8,3597810.78,336501357.0,47274806.37,31905701.49,3668236.21,5960873.28,4757189.02,1.48,0.01,1.3,612297.02,732516.45,374742.85
2021-04-08,5524483.51,1654532.53,209647081.3,224566138.4,45379351.68,14926293.93,6711394.02,3869950.98,4.95,0.02,0.26,1666582.43,433983.67,575368.76
2021-04-09,9757094.99,4379191.93,68878050.54,53930019.32,60705581.56,6742692.11,2441782.06,5377903.06,0.89,0.08,0.8,1310874.1,1221355.61,391797.93
2021-04-10,3437490.26,1192531.58,116999622.7,131457272.1,15615466.17,12185104.28,7747057.23,2244958.68,8.42,0.02,0.18,412675.51,1359746.75,2798300.94
2021-04-11,4847869.17,4533511.18,110824830.1,348919315.3,16669488.03,3060783.36,2734829.27,314357.98,20.93,0.0,0.1,870396.19,87466.51,1513656.72
2021-04-12,6381099.81,1423128.38,89439236.04,240577688.4,40348591.8,12133717.12,5207516.58,4957971.43,5.96,0.06,0.41,339609.27,1364647.28,1029921.99
2021-04-13,4334248.93,687077.87,93440511.59,280468675.6,82514307.31,3907036.48,7811782.05,3647171.06,3.4,0.04,0.93,461725.39,1441408.61,1294371.62
2021-04-14,3135041.13,3460303.87,249521006.5,256986535.8,32980273.64,12773216.79,2876781.03,-325262.75,7.79,0.0,-0.03,1952044.15,1178848.03,1919049.36
2021-04-15,5801149.83,2349628.11,79899729.96,44322411.71,47766464.45,12114601.98,6019403.05,3451521.71,0.93,0.04,0.28,970589.13,719619.4,2511564.39
2021-04-16,9059709.06,3966833.38,391729218.1,391377005.0,26455400.19,10896085.24,3329013.37,5092875.68,14.79,0.01,0.47,1928442.31,1209553.2,2043736.53
2021-04-17,1670955.79,4378035.29,102364879.1,200707494.2,66558381.1,10759905.68,4973503.07,-2707079.5,3.02,-0.03,-0.25,206806.42,1404347.84,1506090.35
2021-04-18,1706107.43,1509982.57,444492842.8,216825000.5,16031488.4,14231442.2,6988033.25,196124.86,13.52,0.0,0.01,1860512.23,386513.94,2986902.47
2021-04-19,3578871.27,4960258.82,376907771.8,207288542.1,12856938.88,6491251.1,4826059.4,-1381387.55,16.12,0.0,-0.21,1621554.39,838052.42,1837904.8
2021-04-20,3805498.61,1565917.52,239915417.1,28327064.93,45360559.8,14829647.29,7982541.97,2239581.09,0.62,0.01,0.15,984878.6,645852.71,1013306.36
2021-04-21,7044158.76,2169674.43,211009219.4,213378411.1,47007774.0,10441924.66,2432239.99,4874484.33,4.54,0.02,0.47,1026012.14,381572.59,2250749.67
2021-04-22,2052082.37,4781315.04,336243220.9,259493943.4,12133697.83,6436177.85,2450360.3,-2729232.67,21.39,-0.01,-0.42,113979.88,1166461.75,2855612.5
2021-04-23,5524111.21,4550083.89,166915943.9,174866351.8,28202876.25,7226353.82,6062204.66,974027.32,6.2,0.01,0.13,1961915.35,779035.99,1465276.49
2021-04-24,3571408.78,2266221.0,140613702.0,216345386.4,85526235.55,3729127.39,2681576.41,1305187.77,2.53,0.01,0.35,1024317.25,619616.66,1964125.95
2021-04-25,4952214.18,1316472.56,104461250.2,218150629.2,25384276.22,6872724.02,4461419.46,3635741.61,8.59,0.03,0.53,975353.13,1020127.6,1142083.07
2021-04-26,4331428.3,3316511.19,325822812.1,264776704.2,99606799.85,7904387.62,5500142.39,1014917.11,2.66,0.0,0.13,131675.95,1347383.98,1969794.51
2021-04-27,5100910.78,2286154.74,399025332.9,146232592.6,84417270.49,5395111.62,2613687.52,2814756.03,1.73,0.01,0.52,895972.66,717844.7,309836.05
2021-04-28,9198344.66,3713391.19,435730665.7,389769701.9,76516027.83,11549907.91,4077375.44,5484953.47,5.09,0.01,0.47,1036757.24,384920.0,1707125.64
2021-04-29,9473183.28,1223419.53,307342522.1,71024443.34,51258828.17,4948044.13,1609687.51,8249763.75,1.39,0.03,1.67,1019366.8,1199618.07,1550884.95
2021-04-30,7261738.2,3661092.37,79342066.07,344911476.6,21293766.71,8132617.89,4139228.42,3600645.83,16.2,0.05,0.44,1934484.04,348536.6,1636639.31
2021-05-01,6778284.82,1333098.18,480425629.2,259231924.8,16053032.26,13049471.3,3452266.4,5445186.64,16.15,0.01,0.42,668903.94,823546.3,290242.22
2021-05-02,5405074.84,4614853.76,158540655.9,380121449.9,55635368.21,6635750.29,5553171.72,790221.09,6.83,0.0,0.12,1583328.68,62318.59,1678937.86
2021-05-03,1751506.45,3274926.42,86776405.59,156259815.4,99960193.29,11501314.5,4063312.74,-1523419.97,1.56,-0.02,-0.13,1878709.78,154016.25,1816242.93
2021-05-04,7283455.43,642137.65,461790530.8,68589384.46,65031725.01,9790890.73,6376261.27,6641317.77,1.05,0.01,0.68,769805.56,383088.61,2990381.51
2021-05-05,1049699.05,3397997.94,440625510.6,365592752.2,75109929.61,9725143.76,1975161.48,-2348298.89,4.87,-0.01,-0.24,1316849.82,988903.7,1960581.08
2021-05-06,5244185.7,4799856.63,272095961.2,291340034.9,10574113.91,5336413.69,7007765.73,444329.07,27.55,0.0,0.08,1374381.92,641658.67,1658731.89
2021-05-07,5700189.34,1294376.14,379882083.2,217232266.5,29010864.83,5852235.42,3784249.15,4405813.2,7.49,0.01,0.75,567055.32,1124280.65,327180.83
2021-05-08,3738180.19,3160739.46,497362712.6,165998550.9,24875604.11,13519119.41,7319016.02,577440.73,6.67,0.0,0.04,1766528.89,609051.13,1740667.19
2021-05-09,1180640.78,4864604.21,407560225.4,88158579.16,57841493.74,14294746.13,3952467.88,-3683963.43,1.52,-0.01,-0.26,1847605.89,1186759.18,1748125.54
2021-05-10,3928597.28,1312589.05,182950149.9,156888889.1,38150019.03,2540526.48,811229.94,2616008.23,4.11,0.01,1.03,328718.48,339521.12,983806.65
2021-05-11,4498095.61,3989874.28,320267450.0,397662387.8,28388474.51,5822877.01,5190750.88,508221.33,14.01,0.0,0.09,449792.51,434581.36,843247.89
2021-05-12,9287851.6,4714725.62,187137992.9,146938987.0,61986857.89,6120254.08,3397157.79,4573125.99,2.37,0.02,0.75,1626023.97,1305185.3,1596243.05
2021-05-13,5456592.19,3485918.17,428914982.5,225847828.7,48604990.01,5762713.78,7652244.56,1970674.02,4.65,0.0,0.34,1657041.8,80503.51,2726188.2
2021-05-14,5104629.86,2918280.21,128886324.1,129913013.4,24917335.93,10750197.7,4584164.93,2186349.64,5.21,0.02,0.2,192656.01,682302.2,2695747.0
2021-05-15,7158097.24,3112647.58,496617576.0,225734890.8,65467043.73,10572498.51,798585.8,4045449.66,3.45,0.01,0.38,133246.61,232899.6,2019514.57
2021-05-16,4756699.03,1127102.33,187814129.4,277192093.6,65842640.65,5535409.27,3678275.9,3629596.7,4.21,0.02,0.66,1660795.38,854199.71,724207.08
2021-05-17,1699611.73,970555.28,335562087.9,127339522.0,70108111.6,3731367.63,5044226.11,729056.45,1.82,0.0,0.2,1719831.03,55301.65,2099649.21
2021-05-18,9028419.0,1935952.13,409421386.2,207649335.4,87798992.22,8060360.68,5945636.39,7092466.87,2.37,0.02,0.88,786926.36,856012.68,2024829.65
2021-05-19,7799960.25,2038178.08,147217182.1,186876930.3,16184231.0,2655418.06,2043457.83,5761782.16,11.55,0.04,2.17,296602.62,1376951.29,962955.08
2021-05-20,1149290.46,4715733.83,403257444.7,364322180.8,63577293.93,14835370.06,7234664.12,-3566443.37,5.73,-0.01,-0.24,1470003.86,58503.86,1936479.86
2021-05-21,1756961.26,3432500.71,323837272.7,171177917.7,18439887.36,2945554.32,4284779.66,-1675539.46,9.28,-0.01,-0.57,1314483.48,1360964.81,2035318.37
2021-05-22,5984688.56,4939981.67,253057704.9,97778441.44,44177637.06,6651546.24,2995471.07,1044706.89,2.21,0.0,0.16,1133806.39,327103.15,2897602.39
2021-05-23,6727693.7,619394.92,244624045.3,310520562.0,99746411.85,7543178.64,4128951.64,6108298.78,3.11,0.02,0.81,773641.6,166091.93,1347917.64
2021-05-24,8579070.31,1486462.94,237992440.7,89013307.75,26715976.48,9760287.9,7990947.02,7092607.37,3.33,0.03,0.73,1998975.29,870538.48,2269892.54
2021-05-25,5602081.59,4944750.75,379760695.1,358281701.0,85433947.75,9823487.54,7793460.43,657330.84,4.19,0.0,0.07,889692.79,240978.83,1254925.68
2021-05-26,6651103.51,1713873.25,58102950.02,136575107.8,30386946.34,8320257.5,6023548.81,4937230.25,4.49,0.08,0.59,861843.62,455527.09,399845.32
2021-05-27,9183883.62,4824816.43,330613559.6,336786985.5,72678682.63,10052069.6,823250.82,4359067.19,4.63,0.01,0.43,764267.36,97105.57,1642605.63
2021-05-28,3738180.19,3160739.46,497362712.6,165998550.9,24875604.11,13519119.41,7319016.02,577440.73,6.67,0.0,0.04,1766528.89,609051.13,1740667.19
2021-05-29,3229578.91,1668892.03,79184117.52,203949286.5,49576643.79,12587028.13,6890363.12,1560686.88,4.11,0.02,0.12,1795691.28,1220529.39,852402.6
2021-05-30,9137428.25,1308573.99,354279902.9,379894453.5,24796497.62,3795628.81,6291140.21,7828854.26,15.32,0.02,2.06,206260.07,1007681.1,398543.82
2021-05-31,6252905.01,1253671.62,309917014.7,224855930.0,96534309.21,8346309.78,4007904.62,4999233.39,2.33,0.02,0.6,199330.3,1219726.32,1301846.46
2021-06-01,9729188.67,4275041.39,342894816.1,73410127.68,70628087.57,7094837.32,6904571.62,5454147.28,1.04,0.02,0.77,1374453.55,560734.91,595227.95
2021-06-02,2559648.88,4448573.88,316869950.4,390193888.7,44703783.33,2523711.74,4115130.05,-1888925.0,8.73,-0.01,-0.75,1366173.88,684783.14,793712.16
2021-06-03,6767872.7,830735.36,458237763.8,324001323.1,16051076.21,4688632.61,4769048.47,5937137.34,20.19,0.01,1.27,1321332.52,399033.25,736029.16
2021-06-04,3135241.79,4663617.43,485537015.7,58719107.47,60956262.21,12660877.53,2088093.97,-1528375.64,0.96,0.0,-0.12,207588.56,1106316.2,1675876.97
2021-06-05,5267564.46,2662639.6,274215057.0,385851973.1,70659478.73,6981799.76,5623357.14,2604924.86,5.46,0.01,0.37,554095.59,395281.02,1273495.85
2021-06-06,2349256.85,930715.5,173921528.4,90545747.86,91381896.23,12757808.02,1462624.45,1418541.35,0.99,0.01,0.11,174893.41,740282.22,545873.01
2021-06-07,4204870.53,2272389.83,398245845.1,132970500.3,83320390.42,8644477.3,6501031.87,1932480.71,1.6,0.0,0.22,328915.46,1417799.66,260463.92
2021-06-08,8767930.83,1539836.58,205744876.9,124791675.9,50616470.17,11000605.98,2030657.46,7228094.25,2.47,0.04,0.66,547228.2,909115.54,1753906.27
2021-06-09,2257951.39,1781928.06,419539227.2,275691234.1,64317592.59,13895019.99,5292222.66,476023.33,4.29,0.0,0.03,1906414.96,152167.98,2574704.84
2021-06-10,6258828.81,1969075.89,292415809.1,46222885.19,70965381.69,4731393.51,3952665.3,4289752.92,0.65,0.01,0.91,562587.38,1417633.98,371606.61
2021-06-11,7147060.96,1669116.11,283135444.8,194672650.8,99050601.79,7171314.73,758234.81,5477944.85,1.97,0.02,0.76,1715252.2,288859.8,2264310.06
2021-06-12,7133524.5,3941974.68,205350414.3,253050840.3,39269007.66,10433712.48,3979890.63,3191549.82,6.44,0.02,0.31,1636718.94,653074.8,1527426.93
2021-06-13,8018879.91,2507025.98,55448813.86,70854777.94,61903215.9,10022377.28,4979842.84,5511853.93,1.14,0.1,0.55,411085.02,893303.81,824714.99
2021-06-14,8646826.52,1397941.03,85732963.09,316640052.6,69572226.94,7544496.71,3011587.18,7248885.49,4.55,0.08,0.96,879947.56,510025.8,2752387.72
2021-06-15,4373835.22,826011.0,403825189.7,240433757.2,49436075.19,7148012.56,4344614.33,3547824.22,4.86,0.01,0.5,1608514.66,489878.21,904537.53
2021-06-16,8984914.68,947486.27,322813822.0,243717978.4,91159662.57,13042803.28,690114.53,8037428.42,2.67,0.02,0.62,378567.66,665339.44,2850432.95
2021-06-17,7322356.76,997133.51,124166667.1,267623109.0,70098453.24,2798801.77,3022425.46,6325223.25,3.82,0.05,2.26,542736.03,1129441.14,1987286.13
2021-06-18,4884935.92,636741.77,445540505.1,269567304.1,69559995.92,6984162.83,5780235.89,4248194.15,3.88,0.01,0.61,860626.75,761151.19,1537396.37
2021-06-19,5625905.4,4871277.92,358847238.5,164596729.8,59202611.39,8500757.37,3383868.6,754627.48,2.78,0.0,0.09,200369.2,338448.18,1561277.51
2021-06-20,9553703.36,649413.99,419946422.3,328133860.8,15954867.0,12142764.43,1225209.2,8904289.37,20.57,0.02,0.73,1447662.64,266629.11,988093.81
2021-06-21,3226132.92,3561027.09,379173420.7,241833656.6,77605942.33,10000470.14,4781404.52,-334894.18,3.12,0.0,-0.03,1873066.54,1161140.9,705090.55
2021-06-22,3805399.68,884073.51,107471067.6,118547261.0,55010147.69,6293700.68,7608347.73,2921326.18,2.16,0.03,0.46,150555.9,1454781.3,2038785.42
2021-06-23,5883801.71,1251652.76,161005489.0,177184216.5,14679041.68,9500760.96,964598.89,4632148.95,12.07,0.03,0.49,1841836.41,559979.24,2888110.98
2021-06-24,7500273.12,3388871.75,405043322.0,355042432.5,59488170.65,6001648.95,7868619.35,4111401.36,5.97,0.01,0.69,1672459.5,1167134.81,2296660.25
2021-06-25,2650640.59,2834771.26,351269129.8,386326614.7,20579617.01,5377765.79,7510966.38,-184130.67,18.77,0.0,-0.03,1693794.74,665951.56,1873801.46
2021-06-26,7842050.74,4158435.82,278335372.4,262321533.8,13534247.28,7446607.06,1499631.94,3683614.91,19.38,0.01,0.49,787359.79,1094483.39,2653886.67
2021-06-27,1928114.82,3912184.38,167767557.7,321186144.2,22710118.9,3602689.13,2783678.18,-1984069.56,14.14,-0.01,-0.55,1331688.21,132793.66,2037256.41
2021-06-28,6503088.12,968493.42,114167364.8,144162166.0,14616446.41,5869453.61,7794261.77,5534594.7,9.86,0.05,0.94,1417461.62,305797.27,1013039.35
2021-06-29,3926649.9,1303450.98,437906517.0,392775203.7,16812975.46,2779262.91,7127629.76,2623198.92,23.36,0.01,0.94,1542055.98,762429.13,1561803.23
2021-06-30,8677085.1,595712.35,340614865.7,193925850.0,14801319.73,14601183.56,4394845.19,8081372.75,13.1,0.02,0.55,1061484.92,1295521.79,437193.67
2021-07-01,9914546.28,803077.71,394480804.6,290454666.2,95630034.31,4408599.05,2991293.92,9111468.57,3.04,0.02,2.07,125234.29,1247537.93,656847.13
2021-07-02,5884519.99,2259076.98,435903052.0,129891229.6,82508392.48,4432615.52,3217201.18,3625443.01,1.57,0.01,0.82,1107099.44,643863.34,711919.41
2021-07-03,1414023.78,3574664.44,354410571.8,378235241.3,30925539.3,6952373.99,7727638.92,-2160640.66,12.23,-0.01,-0.31,839840.58,283427.43,2537283.98
2021-07-04,1330148.83,3376039.72,183757013.5,275162076.5,85681783.94,10394425.56,5609615.83,-2045890.89,3.21,-0.01,-0.2,1583295.94,606047.63,1726014.0
2021-07-05,9885485.16,867334.92,87558838.25,180599094.9,49851832.29,4551825.93,1571107.28,9018150.24,3.62,0.1,1.98,603589.85,942254.37,1335090.15
2021-07-06,5669115.6,582758.04,252403092.0,301380930.1,91740563.98,11474114.71,7321613.55,5086357.55,3.29,0.02,0.44,1294594.63,1020507.35,244364.9
2021-07-07,3519811.84,3629602.43,199106153.2,25850058.84,67187292.12,2139298.87,5467384.35,-109790.59,0.38,0.0,-0.05,921020.85,946948.47,1242842.58
2021-07-08,1699611.73,970555.28,335562087.9,127339522.0,70108111.6,3731367.63,5044226.11,729056.45,1.82,0.0,0.2,1719831.03,55301.65,2099649.21
2021-07-09,2257951.39,1781928.06,419539227.2,275691234.1,64317592.59,13895019.99,5292222.66,476023.33,4.29,0.0,0.03,1906414.96,152167.98,2574704.84
2021-07-10,1664169.08,1589202.57,157458295.1,209065143.8,25614644.53,7439063.93,1746387.5,74966.51,8.16,0.0,0.01,713975.91,329617.43,2273014.53
2021-07-11,4111005.55,2838982.77,302198283.9,170690399.2,76498000.94,6058466.58,4873293.18,1272022.78,2.23,0.0,0.21,1881214.23,170899.63,1991565.62
2021-07-12,1843072.91,4659782.88,326755835.6,184850619.4,78607236.21,13673158.81,7648400.86,-2816709.97,2.35,-0.01,-0.21,1446308.74,753355.72,1232091.69
2021-07-13,1163996.43,4915337.8,424263669.7,124387449.7,58422043.48,7027191.74,4740619.55,-3751341.37,2.13,-0.01,-0.53,481731.55,1311536.14,1672669.93
2021-07-14,9122976.16,610641.12,161140459.6,365001541.6,61378967.52,8741301.95,7872101.6,8512335.04,5.95,0.05,0.97,427534.09,210287.59,612378.71
